model,n,ps,pd,h,b,w_self,T,steps_run,seed,init_mode,x0,noise,ndi_0,ndi_T,delta_ndi,island_sep_T
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,362,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,363,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,364,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,365,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,366,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,367,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,368,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,369,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,370,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,371,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,372,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,373,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,374,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,375,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,376,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,377,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,378,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,379,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,380,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,381,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,382,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,383,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,384,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,385,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,386,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,387,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,388,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,389,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,390,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,391,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,392,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,393,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,394,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,395,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,396,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,397,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,398,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,399,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,400,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,401,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,402,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,403,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,404,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,405,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,406,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,407,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,408,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,409,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,410,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,411,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,412,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,413,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,414,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,415,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,416,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,417,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,418,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.0,0.0,50,50,419,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,420,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,421,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,422,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,423,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,424,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,425,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,426,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,427,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,428,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,429,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,430,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,431,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,432,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,433,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,434,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,435,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,436,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,437,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,438,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,439,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,440,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,441,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,442,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,443,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,444,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,445,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,446,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,447,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,448,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.4,0.1,4.0,1.2,0.0,50,50,449,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,450,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,451,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,452,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,453,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,454,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,455,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,456,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,457,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,458,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,459,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,460,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,461,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,462,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,463,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,464,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,465,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,466,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,467,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,468,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,469,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,470,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,471,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,472,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,473,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,474,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,475,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,476,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,477,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,478,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
degroot,100,0.8,0.1,8.0,0.0,0.0,50,50,479,theorem,0.7,0.05,159.9999999999973,1.9483772095921714e-09,-159.99999999804893,1.3958428329297057e-06
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,480,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,481,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,482,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,483,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,484,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,485,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,486,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,487,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,488,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,489,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,490,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,491,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,492,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,493,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,494,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,495,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,496,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,497,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,498,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,499,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,500,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,501,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,502,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,503,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,504,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,505,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,506,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,507,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,508,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.5,0.0,50,50,509,theorem,0.7,0.05,159.9999999999973,918.3673464551701,758.3673464551729,0.9583148472475872
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,510,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,511,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,512,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,513,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,514,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,515,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,516,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,517,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,518,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,519,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,520,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,521,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,522,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,523,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,524,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,525,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,526,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,527,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,528,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,529,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,530,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,531,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,532,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,533,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,534,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,535,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,536,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,537,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,538,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,0.8,0.0,50,50,539,theorem,0.7,0.05,159.9999999999973,999.8777620889091,839.8777620889118,0.9999388791765857
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,540,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,541,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,542,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,543,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,544,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,545,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,546,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,547,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,548,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
