model,n,ps,pd,h,b,w_self,T,steps_run,seed,init_mode,x0,noise,ndi_0,ndi_T,delta_ndi,island_sep_T
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,182,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,183,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,184,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,185,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,186,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,187,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,188,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,189,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,190,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,191,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,192,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,193,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,194,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,195,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,196,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,197,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,198,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,199,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,200,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,201,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,202,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,203,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,204,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,205,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,206,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,207,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,208,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.5,0.0,50,50,209,theorem,0.7,0.05,159.9999999999973,1.9059690535855519e-06,-159.99999809402826,4.3657405484176515e-05
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,210,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,211,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,212,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,213,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,214,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,215,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,216,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,217,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,218,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,219,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,220,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,221,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,222,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,223,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,224,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,225,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,226,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,227,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,228,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,229,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,230,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,231,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,232,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,233,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,234,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,235,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,236,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,237,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,238,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,0.8,0.0,50,50,239,theorem,0.7,0.05,159.9999999999973,844.0656709125542,684.0656709125569,0.9187304669556566
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,240,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,241,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,242,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,243,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,244,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,245,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,246,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,247,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,248,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,249,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,250,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,251,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,252,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,253,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,254,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,255,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,256,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,257,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,258,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,259,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,260,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,261,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,262,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,263,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,264,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,265,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,266,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,267,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,268,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.0,0.0,50,50,269,theorem,0.7,0.05,159.9999999999973,999.9999999999995,840.0000000000023,0.9999999999999979
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,270,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,271,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,272,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,273,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,274,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,275,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,276,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,277,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,278,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,279,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,280,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,281,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,282,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,283,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,284,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,285,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,286,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,287,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,288,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,289,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,290,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,291,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,292,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,293,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,294,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,295,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,296,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,297,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,298,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.2,0.1,2.0,1.2,0.0,50,50,299,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,300,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,301,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,302,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,303,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,304,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,305,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,306,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,307,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,308,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,309,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,310,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,311,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,312,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,313,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,314,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,315,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,316,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,317,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,318,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,319,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,320,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,321,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,322,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,323,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,324,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,325,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,326,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,327,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,328,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
degroot,100,0.4,0.1,4.0,0.0,0.0,50,50,329,theorem,0.7,0.05,159.9999999999973,1.0452450384609681e-20,-159.9999999999973,3.2328584254059933e-12
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,330,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,331,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,332,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,333,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,334,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,335,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,336,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,337,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,338,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,339,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,340,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,341,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,342,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,343,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,344,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,345,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,346,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,347,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,348,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,349,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,350,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,351,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,352,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,353,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,354,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,355,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,356,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,357,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,358,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.5,0.0,50,50,359,theorem,0.7,0.05,159.9999999999973,555.4218218068163,395.421821806819,0.7452662757745134
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,360,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
biased,100,0.4,0.1,4.0,0.8,0.0,50,50,361,theorem,0.7,0.05,159.9999999999973,996.0274078566728,836.0274078566755,0.9980117273142025
